status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Terminated,Toronto,,Canada,Class II,Drugs,70452,Attix Pharmaceuticals,184 Front St E,unit 801,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide to compounding pharmacies and research organizations.,D-707-2015,"Homatropine Methylbromide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",940 grams,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,20141114,20150420,20151007,20150429,All lots repackaged and distributed between 01/05/12 to 02/12/15,,,,,,,,,,,,,,,,,,,,,,,"homatropine methylbromide active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, attix pharmaceuticals, 184 front street east, unit 801, toronto, ontario m5a 4n3, canada"
Terminated,Bolingbroke,GA,United States,Class I,Drugs,86270,SG24 LLC,8315 Rivoli Road,Ste A,31004,Voluntary: Firm initiated,Press Release,Nationwide,D-1572-2020,"SkinGuard 24 All-Day Hand Sanitizer 8 oz. bottle with foam pump, Dist by: SG24 LLC, Bolingbroke, GA 31004  UPC 793573147125",9600 bottles,Marketed without an Approved NDA/ANDA; product labeled to contain 0.56% methanol making it an unapproved new drug,20200814,20200911,20230605,20200909,SKU 051230024  All lots labeled to contain methanol,,,,,,,,,,,,,,,,,,,,,,,"skinguard 24 all-day hand sanitizer 8 oz. bottle with foam pump, dist by: sg24 llc, bolingbroke, ga 31004  upc 793573147125"
Terminated,Houston,TX,United States,Class II,Drugs,82941,"Pharm D Solutions, LLC",1304 S Loop W,N/A,77054-4010,FDA Mandated,Press Release,Nationwide within the United States,D-1325-2019,"Human Chorionic Gonadotropin 5,000 IU vials, Rx only, Pharm D. Solutions 1304 South Loop West, Houston, TX 77054, 1-844-263-6846",279 vials,Lack of Sterility Assurance.,20190523,20190607,20210205,20190619,Lot #: 01082019:88 Exp. 07/06/2019; 03182019:58 Exp. 09/14/2019,,,,,,,,,,,,,,,,,,,,,,,"human chorionic gonadotropin 5,000 iu vials, rx only, pharm d. solutions 1304 south loop west, houston, tx 77054, 1-844-263-6846"
Ongoing,Hattiesburg,MS,United States,Class II,Drugs,90982,"Pharmacy Plus, Inc. dba Vital Care Compounder",115 S 40th Ave,N/A,39402-6600,Voluntary: Firm initiated,Telephone,"AL, LA, MS, and TN",D-0037-2023,"MEDROXYPROGESTERONE ACETATE 300 MG/ML Suspension, 10 mL vial, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",40 vials,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,20221007,20221102,,20221109,"Lot: 55786, BUD: 12/31/2022",,,,,,,,,,,,,,,,,,,,,,,"medroxyprogesterone acetate 300 mg/ml suspension, 10 ml vial, rx only, vital care compounder, 115 s. 40th ave., hattiesburg, ms  39402"
Terminated,Norwalk,CT,United States,Class II,Drugs,91719,"Ecometics, Inc.",19 Concord St,,06854-3706,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0452-2023,"Unguentine Original Maximum Strength Pain Relieving/Antiseptic Ointment (Camphor 3.0%, Phenol 2.5%, Tannic Acid 2.2%, Oxide 6.6%), packaged in 1 oz. (28.3g) metal tubes, Distributed by: Oakhurst Company Levittown, NY 11756",,CGMP DEVIATIONS,20230224,20230308,20230621,20230315,"Lot #: 1E346A, Exp. Date Nov-23; 2E304A, Exp. Date Oct-24",,,,,,,,,,,,,,,,,,,,,,,"unguentine original maximum strength pain relieving/antiseptic ointment (camphor 3.0%, phenol 2.5%, tannic acid 2.2%, oxide 6.6%), packaged in 1 oz. (28.3g) metal tubes, distributed by: oakhurst company levittown, ny 11756"
Ongoing,Parsippany,NJ,United States,Class III,Drugs,93867,"Teva Pharmaceuticals USA, Inc",400 Interpace Pkwy Bldg A,N/A,07054-1120,Voluntary: Firm initiated,Letter,nationwide,D-0321-2024,"Nortrel (norethindrone and ethinyl estradiol tablets USP) 0.5/35, packaged in cartons, each carton contains 3 blister cards, each card contains 28 tablets, Rx only, TEVA PHARMACEUTICALS USA, INC., North Wales, PA 19454, NDC 0555-9008-67","12,916 cartons",Discoloration: discolored tablets (shades of blue) mixed in with the white inert remainder tablets.,20240125,20240212,,20240221,"Lot #: 100042978, Exp 7/31/2024",['ANDA072695'],['NORTREL'],['NORETHINDRONE AND ETHINYL ESTRADIOL'],"['Teva Pharmaceuticals USA, Inc.']","['0555-9008', '0555-9009', '0555-9010']",['HUMAN PRESCRIPTION DRUG'],,,"['310463', '312033', '748797', '749858', '749869', '749879', '751868', '751870', '751871']",['191e92be-f23d-40c5-8ad0-3daf5d718604'],['140c50d6-c931-423a-9aa0-526eae7ab93c'],"['0555-9009-80', '0555-9009-42', '0555-9010-79', '0555-9010-58', '0555-9008-79', '0555-9008-67']",[True],"['423D2T571U', 'T18F433X4S']",,,"['N0000175825', 'N0000000100', 'M0447349', 'N0000175602']",['Estrogen Receptor Agonists [MoA]'],"['Estrogen [EPC]', 'Progestin [EPC]']",['Progesterone Congeners [CS]'],,,"nortrel (norethindrone and ethinyl estradiol tablets usp) 0.5/35, packaged in cartons, each carton contains 3 blister cards, each card contains 28 tablets, rx only, teva pharmaceuticals usa, inc., north wales, pa 19454, ndc 0555-9008-67"
Terminated,Toronto,,Canada,Class II,Drugs,70452,Attix Pharmaceuticals,184 Front St E,unit 801,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide to compounding pharmacies and research organizations.,D-790-2015,"Methyl Folate Calcium active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",5 grams,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,20141114,20150420,20151007,20150429,All lots repackaged and distributed between 01/05/12 to 02/12/15,,,,,,,,,,,,,,,,,,,,,,,"methyl folate calcium active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, attix pharmaceuticals, 184 front street east, unit 801, toronto, ontario m5a 4n3, canada"
Ongoing,Bengaluru,N/A,India,Class II,Drugs,96569,Somerset Therapeutics Private Limited,54/1 Budihal Village,N/A,N/A,Voluntary: Firm initiated,Letter,U.S. Nationwide,D-0356-2025,"Haloperidol Decanoate Injection 50mg/mL, 1mL Single-Dose Vial, Rx Only, Manufactured by: Somerset Therapeutics Limited, Kamataka India, Manufactured for: BluePoint Laboratories NDC 68001-580-41",4956 vials,Lack of Assurance of Sterility: Media fill with bacterial contamination,20250321,20250408,,20250416,"A240467B, exp. date 07/2026",['ANDA209101'],['HALOPERIDOL DECANOATE'],['HALOPERIDOL DECANOATE'],['BluePoint Laboratories'],"['68001-578', '68001-579', '68001-580', '68001-581', '68001-582']",['HUMAN PRESCRIPTION DRUG'],['INTRAMUSCULAR'],['HALOPERIDOL DECANOATE'],"['859871', '1719803', '1719862']",['048557ea-f859-f0f2-e063-6294a90af5ab'],['f2d14406-2ad4-4c5b-9c24-a026f27b415d'],"['68001-579-59', '68001-579-48', '68001-580-41', '68001-581-41', '68001-581-48', '68001-581-82', '68001-578-59', '68001-578-48', '68001-582-41']",[True],['AC20PJ4101'],,"['0368001578592', '0368001581417', '0368001579599', '0368001582414']",,,,,,,"haloperidol decanoate injection 50mg/ml, 1ml single-dose vial, rx only, manufactured by: somerset therapeutics limited, kamataka india, manufactured for: bluepoint laboratories ndc 68001-580-41"
Terminated,Los Angeles,CA,United States,Class II,Drugs,84978,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",1990 Westwood Blvd Ste 135,N/A,90025-4650,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide and Puerto Rico, Barbados and Dominican Republic",D-0960-2020,"Polyoxyl Lauryl Ether (Polidocanol) Injection, LAURETH-9 (POLIDOCANOL) 5% INJECTABLE, For IV Use, 30 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-060-3",N/A,Lack of Assurance of Sterility,20200115,20200305,20231207,20200311,"Lot #: 10152019+53126, Exp 4/6/2020",,,,,,,,,,,,,,,,,,,,,,,"polyoxyl lauryl ether (polidocanol) injection, laureth-9 (polidocanol) 5% injectable, for iv use, 30 ml multi-dose vial, rx only, axia pharmaceutical 1990 westwood blvd. ste 135, los angeles, ca 90025; ndc 71283-060-3"
Ongoing,Parsippany,NJ,United States,Class II,Drugs,83050,Teva Pharmaceuticals USA,400 Interpace Pkwy,,07054-1120,Voluntary: Firm initiated,E-Mail,Nationwide by 4 major distributors.,D-1455-2019,"LOSARTAN POTASSIUM 50 mg TABLET BULK  90 count bottles and 1000 count bottles, NDC 00591-3746-00","2,924,000 tablets",CGMP Deviations: impurity for N-Nitroso-N-methyl-4-aminobutyric acid (NMBA) detected in the active pharmaceutical ingredient (API) used to manufacture finished products.,20190606,20190709,,20190717,"Arrow Malta (Teva) Bulk Product Lot #  1169752A, exp. date 01/2020, 1000 tablets/bottle  1169753A, exp. date 01/2020, 90 tablets/bottle    Golden State Medical Finished Product Lot #  GS017387, exp. date 01/2020  GS017651, exp. date 01/2020  GS017479, exp. date 01/2020",,,,,,,,,,,,,,,,,,,,,,,"losartan potassium 50 mg tablet bulk  90 count bottles and 1000 count bottles, ndc 00591-3746-00"
Terminated,Boca Raton,FL,United States,Class II,Drugs,78553,"KRS Global Biotechnology, Inc",791 Park of Commerce Blvd Ste 600,N/A,33487-3633,Voluntary: Firm initiated,Letter,"Nationwide in the USA, Bermuda, and New Zealand",D-0165-2018,"Benzocaine 20%, Lidocaine 6%, Tetracaine 4% Cream packaged in jars, Rx Only, KRS Global Biotechnology, 791 Park of Commerce Blvd, Boca Raton, FL 33487.","4,530 jars",Labeling: Incorrect or Missing Lot and/or Exp Date: Beyond Use Date (BUD) exceed the BUD/EXP of at least one ingredient used to make final product.,20171116,20180108,20200511,20180117,Lots: 06072017@22 BUD: 12/4/2017; 06222017@30  BUD: 12/19/2017; 08032017@31 BUD: 1/30/2018; 09212017@21 BUD: 3/20/2018; 10232017@20 BUD: 11/22/2017,,,,,,,,,,,,,,,,,,,,,,,"benzocaine 20%, lidocaine 6%, tetracaine 4% cream packaged in jars, rx only, krs global biotechnology, 791 park of commerce blvd, boca raton, fl 33487."
Terminated,IRVING,TX,United States,Class II,Drugs,94023,MCKESSON CORPORATION,6555 NORTH STATE HIGHWA,N/A,75039,Voluntary: Firm initiated,E-Mail,Nationwide in the US,D-0347-2024,"CABTREO (clindamycin phosphate, adapalene and benzoyl peroxide) Topical Gel 1.2%/0.15%/3.1%, Not for Oral, Ophthalmic or Intravaginal Use, Rx Only, Net Wt. 50g, Distributed by Bausch Health US, LLC Bridgewater, NJ 08807 USA, Manufactured by: Bausch Health Companies, Inc. Laval Quebec H7L 448, Canada, NDC 0187-0006-25.",42 units,CGMP Deviations: Product was stored outside labeled storage temperature requirements. Product was exposed to controlled room temperature environment instead of remaining refrigerated.,20240212,20240222,20241001,20240228,"Lot: 7001796, Exp 05/31/2025",['NDA216632'],['CABTREO'],['CLINDAMYCIN PHOSPHATE/BENZOYL PEROXIDE/ADAPALENE'],['Bausch Health US LLC'],['0187-0006'],['HUMAN PRESCRIPTION DRUG'],['TOPICAL'],"['ADAPALENE', 'BENZOYL PEROXIDE', 'CLINDAMYCIN PHOSPHATE']","['2668198', '2668204']",['338bc721-434d-cbc2-e063-6394a90abc47'],['9468da0f-9978-4c58-8135-0274c3415084'],"['0187-0006-10', '0187-0006-25', '0187-0006-35']",[True],"['1L4806J2QF', 'W9WZN9A0GM', 'EH6D7113I8']",,,"['N0000175607', 'M0018962']",,['Retinoid [EPC]'],['Retinoids [CS]'],,,"cabtreo (clindamycin phosphate, adapalene and benzoyl peroxide) topical gel 1.2%/0.15%/3.1%, not for oral, ophthalmic or intravaginal use, rx only, net wt. 50g, distributed by bausch health us, llc bridgewater, nj 08807 usa, manufactured by: bausch health companies, inc. laval quebec h7l 448, canada, ndc 0187-0006-25."
Terminated,Lake Forest,IL,United States,Class II,Drugs,78828,"Pharmedium Services, LLC",150 N Field Dr Ste 350,N/A,60045-2506,Voluntary: Firm initiated,Press Release,U.S.A. Nationwide,D-0454-2018,"Glycopyrrolate in all strengths, all doses, and all packaging.",Unknown,Lack of sterility assurance.,20171227,20180220,20200507,20180228,All lots remaining within expiry.,,,,,,,,,,,,,,,,,,,,,,,"glycopyrrolate in all strengths, all doses, and all packaging."
Terminated,Little Rock,AR,United States,Class II,Drugs,77770,SCA Pharmaceuticals,8821 Knoedl Ct,N/A,72205-4600,Voluntary: Firm initiated,Letter,Nationwide,D-1027-2017,"PHENYLephrine 40 mg in 0.9% Sodium Chloride 250 mL, Rx only, SCA Pharmaceuticals 8821 Knoedl Ct Little Rock, AR 72205 --- NDC# 70004-0812-40",N/A,Lack of Assurance of Sterility; product has the potential to leak.,20170714,20170726,20190501,20170802,Lots: 20170429@28 BUD: 7/28/2017; BUD: 20170509@65 BUD: 8/7/2017,,,,,,,,,,,,,,,,,,,,,,,"phenylephrine 40 mg in 0.9% sodium chloride 250 ml, rx only, sca pharmaceuticals 8821 knoedl ct little rock, ar 72205 --- ndc# 70004-0812-40"
Terminated,Dublin,OH,United States,Class II,Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0435-2021,"xigduo XR (dapgliflozin/metformin HCl extended-release) tablets 10 mg/1000 mg 30 Tablets Rx only NDC 0310-6280-30 Manufactured for: AstraZeneca Pharmaceuticals LP Wilmington, DE 19850  Manufactured by: Bristol-Myers Squibb Manufacturing Company Humacao, Puerto Rico 00791",664 bottles,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20240617,20210602,MP0077,['NDA205649'],['XIGDUO'],['DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE'],['AstraZeneca Pharmaceuticals LP'],"['0310-6225', '0310-6270', '0310-6280', '0310-6250', '0310-6260']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['DAPAGLIFLOZIN PROPANEDIOL', 'METFORMIN HYDROCHLORIDE']","['1593058', '1593068', '1593070', '1593072', '1593775', '1593831', '1593833', '1593835', '1940496', '1940498']",['a8717b28-9445-4292-9ac7-e979f378d9c8'],['ac8a0f7b-9f69-4495-abbc-3a47cd75a859'],"['0310-6270-30', '0310-6270-95', '0310-6280-30', '0310-6280-95', '0310-6250-30', '0310-6250-95', '0310-6260-30', '0310-6260-60', '0310-6260-94', '0310-6260-95', '0310-6225-60', '0310-6225-94']",[True],"['887K2391VH', '786Z46389E']",,,,,,,,,"xigduo xr (dapgliflozin/metformin hcl extended-release) tablets 10 mg/1000 mg 30 tablets rx only ndc 0310-6280-30 manufactured for: astrazeneca pharmaceuticals lp wilmington, de 19850  manufactured by: bristol-myers squibb manufacturing company humacao, puerto rico 00791"
Completed,Aquebogue,NY,United States,Class II,Drugs,83265,"Altaire Pharmaceuticals, Inc.",311 W Ln,PO Box 849,11931-0849,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S.A. Nationwide,D-0394-2020,"CVS Health Redness Relief Lubricant Redness Reliever Eye Drops, Sterile, 1 fl. oz., (30 mL), Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",N/A,Lack of Assurance of Sterility,20190702,20191115,,20191127,Lot #: 18229 9/21  18229 9/21  19056 03/22,,,,,,,,,,,,,,,,,,,,,,,"cvs health redness relief lubricant redness reliever eye drops, sterile, 1 fl. oz., (30 ml), distributed by: cvs pharmacy inc., one cvs drive, woonsocket, ri 02895"
Terminated,Highland,NY,United States,Class II,Drugs,89334,"ULTRAtab Laboratories, Inc.",50 Toc Dr,N/A,12528-1506,Voluntary: Firm initiated,Letter,Bulk product was distributed to 3 distributors who may have distributed finished product.,D-0536-2022,"APAP 500 mg tablet (Acetaminophen 500 mg) Bulk Container, ULTRAtab Laboratories, Inc., Highland, NY NDC 62959-210-00","6,249,082 tablets",CGMP Deviations,20220126,20220209,20250107,20220216,"Product Codes: L210L  Bulk Lots: 18L120, 19B044, 19E082",,,,,,,,,,,,,,,,,,,,,,,"apap 500 mg tablet (acetaminophen 500 mg) bulk container, ultratab laboratories, inc., highland, ny ndc 62959-210-00"
Terminated,Augusta,GA,United States,Class II,Drugs,64661,Clinical Specialties Compounding Pharmacy,318 Baston Rd,N/A,30907,Voluntary: Firm initiated,Telephone,"FL, GA and SC.",D-662-2013,"Progesterone 50 mg/ml, Clinical Specialties Compounding Pharmacy, 318 Baston Road, Augusta, GA 30907",637ml total,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,20130320,20130703,20170222,20130710,"Lot number CABDBFAC:48, Exp date: 5/17/2014; and Lot number CABDCEAB:14, Exp date: 4/25/2014.",,,,,,,,,,,,,,,,,,,,,,,"progesterone 50 mg/ml, clinical specialties compounding pharmacy, 318 baston road, augusta, ga 30907"
Terminated,Dublin,OH,United States,Class III,Drugs,87489,Cardinal Health Inc.,7000 Cardinal Pl,,43017-1091,Voluntary: Firm initiated,Letter,"AL, LA, MS, TN",D-0314-2021,"Tremfya (guselkumab) Injection, 100 mg/mL, one single-dose prefilled syringe per carton, Rx only, Manufactured by: Janssen Biotech, Inc., Horsham, PA  19044; NDC 57894-640-01.",48 boxes,Temperature Abuse,20210309,20210329,20211104,20210407,KESOY.AI Exp. 04/2022,['BLA761061'],['TREMFYA'],['GUSELKUMAB'],"['Janssen Biotech, Inc.']","['57894-640', '57894-650', '57894-651']",['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['GUSELKUMAB'],"['1928686', '1928689', '2118739', '2118741', '2693088', '2693092', '2693094', '2693095', '2693096', '2693097', '2711637', '2711638']",['3530bfab-9b2c-7fd0-e063-6394a90a6b1d'],['1e6dc9ae-1c4c-42d9-87aa-c315ecc51b56'],"['57894-650-01', '57894-650-02', '57894-640-01', '57894-640-04', '57894-640-11', '57894-640-99', '57894-640-03', '57894-640-06', '57894-651-01', '57894-651-02', '57894-651-04', '57894-651-11', '57894-651-22', '57894-651-99', '57894-651-92']",[True],['089658A12D'],,,"['N0000192799', 'N0000192798']",['Interleukin-23 Antagonists [MoA]'],['Interleukin-23 Antagonist [EPC]'],,,,"tremfya (guselkumab) injection, 100 mg/ml, one single-dose prefilled syringe per carton, rx only, manufactured by: janssen biotech, inc., horsham, pa  19044; ndc 57894-640-01."
Terminated,Asheville,NC,United States,Class I,Drugs,80601,King Bio Inc.,3 Westside Dr,N/A,28806-2846,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide, Canada, and Australia.",D-0580-2019,"Dr. King's Natural Medicine Homeopathic Hydration, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955024224, NDC 57955-0242-2",38 bottles,Microbial contamination,20180720,20190308,20220119,20190320,Lot Numbers: 041816A Exp. 04/19; 070816E Exp. 07/19,,,,,,,,,,,,,,,,,,,,,,,"dr. king's natural medicine homeopathic hydration, 2 fl. oz. (59 ml), king bio, inc., 3 westside dr. asheville, nc 28806, upc 357955024224, ndc 57955-0242-2"
Terminated,Columbus,OH,United States,Class III,Drugs,71634,American Health Packaging,2550 John Glenn Ave,Suite A,43217-1188,Voluntary: Firm initiated,Letter,U.S. Nationwide,D-1235-2015,"Desmopressin Acetate Tablets, 0.1 mg Tablets, Rx Only, Packed in 30 Tablet (3 x 10) Cartons.  Packaged and Distributed by: American Health Packaging Columbus, Ohio 43217. NDC: 68084-606-21.",341 Cartons,Tablets/Capsules Imprinted with Wrong ID: Some tablets incorrectly imprinted with an X on one side.,20150626,20150714,20180815,20150722,"Lot #:151360, Expiry: 12/31/2016",,,,,,,,,,,,,,,,,,,,,,,"desmopressin acetate tablets, 0.1 mg tablets, rx only, packed in 30 tablet (3 x 10) cartons.  packaged and distributed by: american health packaging columbus, ohio 43217. ndc: 68084-606-21."
Terminated,Vicksburg,MS,United States,Class II,Drugs,79748,"Kroger Specialty Pharmacy, Inc.",100 Pear Orchard Dr Ste A,N/A,39180-7153,Voluntary: Firm initiated,Letter,"MS, LA, AR, IL, FL",D-0796-2018,Zarxio 300 mcg/0.5 mL PFS NDC 14 days supply,Unknown,Lack of Processing Controls.,20180403,20180510,20200507,20180516,All lots remaining within expiry dispensed 12/01/2017 through 02/12/2018,,,,,,,,,,,,,,,,,,,,,,,zarxio 300 mcg/0.5 ml pfs ndc 14 days supply
